title,author,publisherName,itemPrice,salesDate,itemCaption,isbn,itemUrl,largeImageUrl,reviewCount,reviewAverage,keyword,どうぶつ,きょうりゅう,いぬ,ねこ,のりもの,むし,おばけ,あんぱんまん,そら,まほう,わくわく,どきどき,いらいら,きらきら,楽しい,かわいい,シリーズ,世界,もの,シール,登場
ジョブレイバー　はたらくのりもの　くらべるずかん,講談社,講談社,1200,2023年11月30日,「トミカヒーローズ　ジョブレイバー」に登場するキャラクターに加えて、そのモデルとなった本物ののりものをくらべてみよう！　ジョブレイバーたちの秘密に加えて、実車の特徴やスペックを大きな写真で紹介します。,9784065335765,https://books.rakuten.co.jp/rb/17629231/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5765/9784065335765_1_16.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
おとあそびえほん シナぷしゅ どうぶつ・のりもの,テレビ東京,小学館,2970,2023年11月17日頃,"動物、乗り物、ぷしゅぷしゅの音が出る！ 

 大人気「シナぷしゅ」から、音の出る楽しい絵本ができました！
新シリーズ「おとあそびえほん」第1弾です。

ボタンを押すと音が出るシンプルで分かりやすいつくりなので、0歳のお子さんから楽しめます。どうぶつ、のりものの音が出る丸いボタン9個に、ぷしゅぷしゅのおしゃべりボタンもついています。思わず押したくなっちゃう、ぷっくりとしたボタンなので、ボタン好きのお子さんにもおすすめです。

絵本に出てくる、どうぶつやのりものの音はどれかな？ボタンを押して、音を探してみてくださいね！オン／オフボタンを切り替えると、ボタンから出る音がシャッフルされるので、何度もくり返し楽しめます。いっぱい遊んでくださいね！
 

 【編集担当からのおすすめ情報】 
 「シナぷしゅ」初の音の出る絵本。絵本としても、おもちゃとしても楽しめるので、プレゼントにもおすすめです。丸いボタンにもぷしゅぷしゅのいろんな顔がプリントされていますので、じっくり見てみてくださいね。
オン／オフでボタンから出る音がシャッフルされるので、場所を覚えてしまっても大丈夫。飽きずに何度でも楽しめますよ！",9784099425340,https://books.rakuten.co.jp/rb/17692581/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5340/9784099425340_1_6.jpg?_ex=200x200,1,4.0,のりもの,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ゆびでなぞる！123のりもの,,交通新聞社,1760,2024年01月25日頃,数字を指でなぞれる溝つきしかけ絵本です。0〜100までの数字が登場し、楽しいのりものと一緒に数字に親しめます。ページの中には、めくって楽しいしかけつき。めくると、鳥や花などいろいろなものが登場し、何度でも楽しめます。,9784330003245,https://books.rakuten.co.jp/rb/17705730/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3245/9784330003245_1_2.jpg?_ex=200x200,4,4.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
【特典】ひろげて びっくり！ あかちゃんずかん のりもの(ラッピングバッグ(赤)),かしわらあきお/くぼたのうけん（旧　クボタメソッド能力開発教室）,主婦の友社,1430,2023年12月中旬,頭のいい子を育てるシリーズ『頭のいい子を育てるプチ おんなじだね！こどもなかまずかん』から、赤ちゃん向けのしかけ図鑑が登場。テーマは「のりもの」。ページを開くと、くるま、でんしゃ、パトロールカー、ひこうき、ふね、きゅうきゅうしゃ、6つののりものが大迫力で現れます。同じのりものの仲間が、写真とイラスト4パターンで展開され、知識も4倍に！　赤ちゃんの認知力をぐんぐん育むファーストしかけ絵本です。,2100013830637,https://books.rakuten.co.jp/rb/17712860/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0637/2100013830637_1_2.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
英語＆のりものの音がきける！たのしいのりものずかん,小賀野　実,ナツメ社,1100,2024年03月15日頃,"■のりもの173種の写真とくわしい説明で、夢中になる!
本書では、子どもたちが大好きな新幹線、特急、パトカー、消防車、工事車両など、たくさんの乗り物の迫力ある写真を、詳しい解説付きで紹介しました。
写真を見ながら乗り物の名前を覚えたり、特徴を話すことでお子さんの知的好奇心を育みます。

■英語とのりものの音がきける!
本書では掲載されているQRコードをスマートフォンのQRコード読み取りアプリ、バーコードリーダーアプリなどで読み取ることで、英語や乗り物の音の音声ファイルにアクセスし、聴くことができます。
楽しみながら言葉に親しみ、英語学習もできます。また、電車の走行音、パトカーのサイレン、ブルドーザーの作業音など、迫力ある音も楽しむことができます。
■しんかんせん
■とっきゅうれっしゃ
■まちの でんしゃ
■きかんしゃ
■いろいろな れっしゃ
■サイレンカー1（パトロールカーの なかま）
■サイレンカー2（しょうぼうしゃ）
■サイレンカー3（きゅうきゅうしゃ と いろいろなサイレンカー）
■こうじげんばで はたらくくるま
■まちで はたらく くるま
■おおきい トラック
■くらしを たすける くるま
■ひとを はこぶ バス
■ひこうきと ふね",9784816375170,https://books.rakuten.co.jp/rb/17748167/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5170/9784816375170_1_3.jpg?_ex=200x200,1,4.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
アンパンマンはじめてずかん　のりもの,やなせたかし/トムス・エンタテインメント/小賀野実,フレーベル館,990,2024年02月09日頃,はじめて言葉を覚えていく子どもたちに向けて、アンパンマンと一緒に楽しむ写真の図鑑です。 第2弾は『のりもの』。子どもたちが大好きな乗り物がいっぱい！　乗り物の音や動きも知らせ、子どもたちの社会の扉を開きます。,9784577051689,https://books.rakuten.co.jp/rb/17749394/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1689/9784577051689_1_2.jpg?_ex=200x200,2,5.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
音がなってライトが光る　はたらくのりものえほん,サム・タプリン/キャスリン・セルバート,ポプラ社,2750,2024年02月07日頃,"★街ではたらく乗り物が大集合！ボタンにさわると、3色のライトが光って、5つの乗り物の音が聞ける★
絵本の中のボタンにタッチすると、「ヘリコプター」「救命ボート」「パトカー」「救急車」「消防車」の5つの乗り物の音（エンジン音やサイレンなど）が流れます。さらに、ライトや回転灯が赤・青・黄の3色にピカピカ光る！乗り物好きのお子さんへ、楽しい読み聞かせにも、一人読みにもぴったりの絵本です。",9784591179123,https://books.rakuten.co.jp/rb/17749986/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9123/9784591179123_1_177.jpg?_ex=200x200,1,5.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DVD付き　のりもの　うんてん大図鑑,山崎友也,永岡書店,1650,2024年02月13日頃,"いろいろな乗り物の外観やギミックに加え、運転席の図解写真もいっしょに紹介する写真図鑑。付録のDVDにも、走行シーンのほかに、普段なかなか見ることができない運転席の映像もたっぷり収録（約110分）。それぞれのページにあるQRコードで映像を見ることも可能。
掲載車両（本には140車種以上掲載、DVDには60車種以上収録）
◆消防隊の自動車（ポンプ車／はしご車／救助工作車／救急車　など）
◆警察の自動車（パトカー／白バイ／事故処理車／大型輸送車　など）
◆工事現場の車（ブルドーザー／油圧ショベル／ダンプトラック／クレーン車　など）
◆バス／タクシー（路線バス／連接バス／高速バス／水陸両用バス／タクシー　など）
◆町ではたらく車（ごみ収集車／郵便車／除雪車／移動販売車　など）
◆ものを運ぶ車（キャリアカー／レッカー車／タンクローリー／ウィングトラック　など）
◆新幹線（N700S／E5系はやぶさ／E8系つばさ／ドクターイエロー　など）
◆特急（N100系スペーシアX／小田急GSE／京成スカイライナー／南海ラピート　など）
◆通勤電車（E235系山手線／323大阪環状線　など）
◆鉄道いろいろ（地下鉄／ディーゼルカー／蒸気機関車／電気機関車）
◆鉄道のなかま（路面電車／モノレール／新交通システム／リニア／ロープウェイ　など）
◆飛行機（ジェット旅客機／セスナ機／ヘリコプター　など）
◆船（クルーズ船／カーフェリー／ジェットフォイル　など）",9784522440971,https://books.rakuten.co.jp/rb/17753285/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0971/9784522440971_1_3.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
のりもの いっぱい,青山　邦彦,金の星社,1650,2024年02月17日頃,ワクワクりょこう　りく・うみ・そら　のりものいっぱい。ひこうきからじてんしゃまで。このえほんにでてくるのりもののなまえ、いくつしっているかな？建築界出身の絵本作家が描いた精緻なパノラマ絵本で旅気分をあじわおう♪,9784323075471,https://books.rakuten.co.jp/rb/17753253/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5471/9784323075471_1_2.jpg?_ex=200x200,2,3.0,のりもの,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
いないいないばあっ！　うたえほん　ノリノリ！　のりものタウン　のりものステーション,講談社/つんく/qmotri/新井 洋行,講談社,1540,2024年06月03日頃,"Eテレの番組「いないいないばあっ！」の人気ミニアニメ「のりものタウン」の名曲「のりものステーション」が読み聞かせうた絵本になりました。

赤ちゃんもノリノリ♪　口ずさみながら、歌を知らなくても体がリズミカルに動き出す！　ワンワンカーやゴットンはもちろんのこと、実際に町の中で活躍するはたらく車、バスやゴミ収集車、電車なども大集合。本物写真を使った乗り物解説も付いているので、図鑑として楽しむこともできます。全部で19の乗り物が登場！　全部のお名前いえるかな？

指さしながら、歌いながら、お子さんと触れ合える一冊です。

＜登場する乗り物＞
ワンワンカー（車）
ゴットン（汽車）
ゆうびんしゃさん（郵便車）
バスくん（バス）
ゴミしゅうしゅうしゃくん（ゴミ収集車）
ひこうきくん（飛行機）
ヘリコプターくん（ヘリコプター）
でんしゃちゃん（電車）
しんかんせんのしんくん（新幹線）
ショベルカーちゃん（ショベルカー）
ブルドーザーくん（ブルドーザー）
はしごしゃくん（はしご車）
やおやさんカー（移動販売車　八百屋）
パンやさんカー（移動販売車　パン屋）
アイスクリームやさん（移動販売車　アイスクリーム屋）
ピザやさん（フードデリバリーバイク　ピザ屋）
トラクターさん（トラクター）
ききゅうくん（気球）
ふねくん（船）",9784065354582,https://books.rakuten.co.jp/rb/17808917/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4582/9784065354582_1_5.jpg?_ex=200x200,1,5.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
新のりもの写真えほん（既5巻セット）,,小峰書店,7040,2024年3月,,9784338903165,https://books.rakuten.co.jp/rb/17827435/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3165/9784338903165_1_3.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
のりもの　よみきかせ絵本　こうじの　くるま,講談社/STUDIO SEASIDE,講談社,1650,2024年06月17日頃,「ぼくはブルドーザー」。ブルドーザーやショベルカーたちの視点から、彼らの工事現場でのさまざまな仕事ぶりを描きます。豊富な写真とわかりやすい文章を駆使した新しいタイプの読み聞かせ絵本です。,9784065356692,https://books.rakuten.co.jp/rb/17844328/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6692/9784065356692_1_5.jpg?_ex=200x200,1,3.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
しましまぐるぐる　のりもの　だあれ？,かしわらあきお,Gakken,698,2024年07月11日頃,"シリーズ340万部突破で「赤ちゃんが泣き止む！喜ぶ！」と大人気の『しましまぐるぐる』の「いっしょにあそぼ」シリーズに「どんどん伸ばしてとことん遊べる」ミニ絵本4種類が新登場！
　興味をもった物をつかむことが楽しくなる時期にぴったり。持ち運びに便利な手の平大で、74gの軽量ミニサイズ。6か月のお子さまも自分でどんどん伸ばして遊べる絵本です。
　もちろん「しましまぐるぐる」の特長の「視力が未発達の赤ちゃんが注目すると言われている、コントラストの強い配色と顔のモチーフ」もふんだんに盛り込んでいます。

今回登場したテーマは、「どうぶつ」「くだもの」「のりもの」「うみのいきもの」の4種類。
　めくって伸ばすしかけによって、「モチーフが増える」「いないいないばあ」「何が出てくるか当てる」「先に進む」など、それぞれの絵本で違った遊びが楽しめます。

『しましまぐるぐる　のりもの　だあれ？』は、少しだけ見える絵から、どの乗り物なのかを当てる遊びが楽しめます。どんどん乗り物が並んで、乗り物の行列ができていきます。最後はだれが登場するでしょうか？

　0歳から2歳のお子さまがいる試用モニターにも「飽きずに遊べる」「出てくるものの名前をいうようになった」と大好評。
　徐々に内容を理解できるようになってくる1〜2歳のお子さんには、めくって次に起こることを想像する遊びを繰り返せるのも特長のひとつです。
　また、「繰り返し自分でめくって楽しんでいる」「小さくて軽いので、お出かけにも役立ちそう」と小さなお子さまにも大人にも活用しやすい仕様にも期待が集まりました。
お子さんとのコミュニケーションにぜひお役立てください。",9784052059001,https://books.rakuten.co.jp/rb/17881130/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9001/9784052059001_1_3.jpg?_ex=200x200,0,0.0,のりもの,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
リングカード・のりもの,戸田 やすし,戸田デザイン研究室,2200,2024年08月07日頃,"2004年の誕生以来、幅広い支持を集める、
戸田デザイン研究室の『リングカード・シリーズ』。
シリーズ9作目として登場するのは『のりもの』です!

空・海・陸、さまざまなシーンで活躍する47の乗り物を、
リアルな迫力と美しさで描きました。
機能や役割を含めたデザインの面白さが伝わります。
さらに乗り物の背景は存在する場所を表現しながら情緒に溢れ、まるで映画のひとコマのよう。
裏には乗り物の英語表記と楽しい説明を総ルビで掲載しています。

子どもたちに根強い人気を誇る乗り物。
戸田デザイン研究室『リングカード・シリーズ』ならではの魅力が満載です。",9784924710801,https://books.rakuten.co.jp/rb/17913477/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0801/9784924710801_1_2.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
スキャリーおじさんの くるま ひこうき のりものだいすき！,リチャード・スキャリー/ふしみみさを,BL出版,3300,2024年10月30日頃,"親から子へ、子から孫へ、世代を超えて読みつがれ、世界中で愛されているスキャリーの絵本。
なかでも人気の高い、スキャリーののりもの絵本の日本語版。
町のくるまや工事のくるま、鉄道、飛行機、ピクルスカーやバナナカーなどユーモアあふれるオリジナルのりものまで、スキャリーのありとあらゆるのりものが大集合！　
ブタさん一家のドライブの一日とともに、いろんなのりものが登場します。

スキャリーの数ある絵本のなかでも特に、こののりもの絵本は、こどもたちの心をとらえて離さないロングセラー。アメリカで最初に出版された1974年から出版50年を記念し、作者の息子であるハック・スキャリー氏の寄稿を掲載。息子の目を通して語る父リチャード・スキャリーの姿や、当時の制作過程の様子、貴重なラフなどを紹介したスペシャルバージョン。
スキャリーに親しんだ大人も、はじめてスキャリーにふれる子供も、誰もが楽しめる一冊です。",9784776411437,https://books.rakuten.co.jp/rb/17977271/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1437/9784776411437_1_6.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
スケルトン！　のりもの編,きのしたけい,コクヨ,1650,2024年10月,,9784866820620,https://books.rakuten.co.jp/rb/18018473/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0620/9784866820620.jpg?_ex=200x200,1,5.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
サウンドのりもの絵本 パウ・パトロール ビークルで しゅつどう！,小学館,小学館,2970,2024年11月13日頃,"音＆ハンドル付きのパウパト絵本が新登場！ 

 大人気の「パウ・パトロール」から、音が出る＆運転できる、ハンドル付きの楽しいのりもの絵本が登場！


音声はたっぷり40種類以上。キャラクターの本物ボイスが収録されている他、走行音やクラクションもあるので、本当に運転しているみたい！
ハンドルを両手で持って、上下に動かして遊びましょう。

おはなしの途中で、ボタンマークが出てきます。パウパッド上の同じボタンを押して読み進めると、ケントの声で指令を出したり、キャラクターの決めぜりふが流したりできますよ。
パウパッドを操作して、パウパトたちに指令を出そう！
今回のトラブルも、パウっと解決できるかな？


おはなしに沿って音を出すも良し、好きなキャラクターの声を聞くも良し、何度もくり返し楽しめます。
いっぱい遊んでくださいね！
 

 【編集担当からのおすすめ情報】 
 ついに、パウ・パトロールの音声付きのりもの絵本ができました。「パウ・パトロールの たいへんな いちにち」というおはなしを収録しています。おはなしを読みながらキャラクターの声を聞いていると、まるでパウ・パトロールの一員になった気分になれます。お話を読みながら一緒にトラブルを解決してくださいね！",9784099425463,https://books.rakuten.co.jp/rb/18032516/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5463/9784099425463_1_18.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
たっぷりのりものずかん,山中　則江,ひかりのくに,990,2024年12月27日頃,"新幹線から消防車、清掃車、飛行機にサファリバスまで
人気の乗り物をはっきりした写真154点とパノラマイラストで
おもちゃで遊ぶように楽しめる
0・1・2歳児におすすめのはじめてののりもの図鑑

・パノラマイラスト：まちにはのりものがいっぱい！
・ひとやくらしを　まもるくるま
・くらしに　やくだつくるま
・ひとやものを　はこぶくるま
・こうじで　はたらくくるま
・パノラマイラスト：しんかんせんあつまれ！
・しんかんせん　とっきゅうでんしゃ
・いろいろな　でんしゃ
・パノラマイラスト：ひこうき　おおきいな！
・そらの　のりもの
・うみやいけかわの　のりもの
・どうぶつのかたちの　のりもの

などのテーマで構成し、カラフルなデザインの上に、わかりやすい切り抜き写真を配置しています。
パノラマイラストは臨場感があり、さらに想像が広がっていきます。
赤ちゃんにもめくりやすい、ボードブックです。
2024年発行の「たっぷりのりものずかん」を最新情報に改訂しました。
・パノラマイラスト：まちにはのりものがいっぱい！
・ひとやくらしを　まもるくるま
・くらしに　やくだつくるま
・ひとやものを　はこぶくるま
・こうじで　はたらくくるま
・パノラマイラスト：しんかんせんあつまれ！
・しんかんせん　とっきゅうでんしゃ
・いろいろな　でんしゃ
・パノラマイラスト：ひこうき　おおきいな！
・そらの　のりもの
・うみやいけかわの　のりもの
・どうぶつのかたちの　のりもの",9784564242809,https://books.rakuten.co.jp/rb/18034499/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2809/9784564242809_1_5.jpg?_ex=200x200,1,4.0,のりもの,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
へんしん　のりもの,三浦 太郎,ほるぷ出版,1210,2025年01月23日頃,うまさんが、へんしん！　ページをめくるとあらふしぎ、うまさんがバスになっちゃった。へびがでんしゃに、ねこがふねに、ゴリラがきかんしゃに。どうぶつたちがいろいろな乗物にへんしん。かわいくてかっこいい穴あきしかけ絵本。,9784593105250,https://books.rakuten.co.jp/rb/18057062/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5250/9784593105250_1_2.jpg?_ex=200x200,0,0.0,のりもの,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
シールパズル　のりもの,京田クリエーション,交通新聞社,1870,2025年01月31日頃,"■リアルな乗り物イラストがカッコイイ！シールタイプのパズルです
数字が書かれた台紙にシールを貼るパズル絵本です。シールパズルは全部で10種類収録。
パズルのピースがシールなので、遊んでいる途中で紛失しにくく集中力が続くのもポイントです。お子様の「どんどん貼りたい！」という気持ちに寄り添います。
パズルのピース数は60〜90程。パズルを完成させると現れる、細部までこだわったリアルな乗り物のイラストもポイントです。4歳くらいのお子さまから大人の方まで、幅広い世代で楽しめます。
【乗り物パズル】
はしごしゃ／スーパーアンビュランス／けいらパトロールカー／ろせんバス／ブルドーザー／コンクリートミキサーしゃ／せいそうしゃ／ねつききゅう／とっきゅうれっしゃ／コンテナせん

■パズルを完成させたら図鑑に！
パズルのほかイラストの乗り物を、見開きごとに2種類掲載。
それぞれの乗り物について、活躍している様子を写真と文章で紹介しているので、パズルを完成させた後は乗り物図鑑としてお楽しみいただけます。

◎おすすめ：4歳〜大人の方",9784330003252,https://books.rakuten.co.jp/rb/18062725/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3252/9784330003252_1_6.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
とびだす！うごく！のりものゴー！ゴー！,チェン・シュオ/大日本絵画,大日本絵画,935,2025年01月21日頃,ほんをめくってゴー！ゴー！本の判型からは想像できないポップアップにきっとおどろくことでしょう。,9784499289320,https://books.rakuten.co.jp/rb/18087526/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9320/9784499289320_1_2.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ミッキーの　のりもの　だいすき　ディズニーゴールド絵本,講談社,講談社,748,2025年3月3日,"●主な内容
ある日、ミッキーは車でミニーとドライブにおでかけ。
ところが、車が故障してしまいます。
そこで、ミッキーとミニーは汽車に乗ろうとしますが、汽車は出発したばかり。
じゃあ、次はとボートに乗ろうとしますが、そこでもアクシデントが起きてしまい……。
そして、最後にとびきりの旅が待っていたのです！

お子さんにおなじみの、車や汽車、ボートなどが次々と登場。
わくわくしながら、楽しめます。

1996年に刊行された描きおろしの人気絵本を復刊しました。

189ミリ×262ミリ　丈夫なボードブック　18ページ
読み聞かせは2歳くらいから
ひとり読みは4歳くらいから",9784065380949,https://books.rakuten.co.jp/rb/18092339/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0949/9784065380949_1_12.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
はたらくのりものえほん2,いしかわこうじ,童心社,1100,2025年02月25日頃,登場するのは、ゴミ収集車、キッチンカー、フォークリフト、タンクローリー、カーキャリア、ロードローラー、路面電車、高所作業車の「はたらくのりものえほん」計8車。しかけをめくると、はたらくのりものたちが、パワフルに動き出します。迫力ある車たちの活躍する姿を、大胆かつ繊細に描きます。また、色あざやかな絵も、本書の魅力のひとつ。子どもたちの目をひくように、細部までこだわっています。ページをめくると、本当にのりものが動き出すような躍動感のある、楽しいしかけえほん。,9784494022502,https://books.rakuten.co.jp/rb/18104811/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2502/9784494022502_1_3.jpg?_ex=200x200,1,4.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
のりもの　パレード110,小賀野　実,ポプラ社,748,2025年01月27日頃,"【この1冊に、大好きなのりものいっぱい！】
大人気の乗り物写真絵本が、掲載数アップして新登場。

カラフルな観光列車や、かっこいい機関車、船や飛行機など、ゆかいな乗り物が盛りだくさん！
丈夫なボードブックで、お出掛けの時に読む本としてもピッタリです。",9784591184288,https://books.rakuten.co.jp/rb/18106632/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4288/9784591184288_1_90.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0・1・2さいの　のりものずかん500,小賀野　実/山中　則江,ポプラ社,1650,2025年03月12日頃,"★★0歳〜向けのりものずかんの決定版★★
0〜2歳におすすめの、はじめてののりもの・写真図鑑。500種類の様々なのりものが大集合！　大きな写真のカラフルな誌面がお子さまの好奇心を刺激し、発語をうながします。ひらがな・カタカナ表記、ふりがな付き。

★特長1
お子さまがモノを認識しやすい、大きな写真とカラフルな背景色。
★特長2
親子のおはなしのヒントになる擬音・擬態語を掲載。
★特長3
じょうぶな紙で、表紙はふかふかのウレタン入り。ぱたっと開きやすく、お子さまも扱いやすい絵本です。

【収録している乗り物のジャンル】
しょうぼう／けいさつ／こうじのくるま／ひとをはこぶくるま／じょうようしゃ／しんかんせん／とっきゅう／つうきんでんしゃ／かんこうれっしゃ／こうくうき／ふね　など",9784591183601,https://books.rakuten.co.jp/rb/18149244/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3601/9784591183601_1_44.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
がんばる！のりものえほんセット（全3）,正高もとこ/鎌田　歩,岩崎書店,4290,2025年04月01日頃,正高もとこ、鎌田歩のコンビがおくる人気の乗りもの絵本セット。救急車、はしご車、ごみ収集車などなど、まちのなかで、いっしょうけんめいにはたらく車、はたらく人たちの姿を描くお話絵本。,9784265111701,https://books.rakuten.co.jp/rb/18175285/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1701/9784265111701_1_2.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
はじめてえほん　のりもの,永岡書店編集部,永岡書店,550,2025年04月10日頃,"0歳から楽しめる赤ちゃん絵本。電車や車、船、飛行機など、さまざまな乗り物を写真で紹介。持ち運びに便利な手のひらサイズです。
※2010年4月発行の同書籍の改訂版",9784522442432,https://books.rakuten.co.jp/rb/18178776/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2432/9784522442432_1_6.jpg?_ex=200x200,0,0.0,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
のりものあれあれ絵本（全4冊）,石川　重遠,文化出版局,1540,1979年06月22日頃,「そのつくりが大正か昭和初期の夜店で売っていた色紙の束を思い出す。が、中身はシャレていて『ふね』の巻をひらいてみると、潜水艇のハッチをしめて今から海にもぐろうとする絵があって、2匹のイルカが水面に顔を出している。文字を読んで、半折りのしかけ絵をめくると、絵は倍に大きくなり、潜水艇は海の中。1枚1枚がナゾナゾになっていて、2度楽しめる」奥田継夫評,,https://books.rakuten.co.jp/rb/74204/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/noimage_01.gif?_ex=200x200,6,4.8,のりもの,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
